ID,Nome,Tipo,Sub-Tipo,Local,Imagem,Descrição,Interconexão 1,Interconexão 2,Interconexão 3,Interconexão 4,Interconexão 5,Interconexão 6,Interconexão 7,Interconexão 8,Interconexão 9,Interconexão 10,Interconexão 11,Interconexão 12,Interconexão 13,Interconexão 14,Interconexão 15,Dados consolidados,Fonte da descrição
CH-0291,Praça do Entroncamento,Local,Praça,Parnamirim,,"Praça do Entrocamento é uma praça localizada em Parnamirim, no Recife/Pernambuco. Relaciona-se a Clube Portugues, Colégio Vera Cruz, Sergio Loreto e Avenida Agamenon Magalhães, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça do Entrocamento funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Clube Português,Colégio Vera Cruz,Sérgio Loreto,Avenida Agamenon Magalhães,,,,,,,,,,,,"CH-0291 — Praça do Entroncamento
Classificação: Local / Praça / Parnamirim
Descrição: Praça do Entrocamento é uma praça localizada em Parnamirim, no Recife/Pernambuco. Relaciona-se a Clube Portugues, Colégio Vera Cruz, Sergio Loreto e Avenida Agamenon Magalhães, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça do Entrocamento funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Clube Português; Colégio Vera Cruz; Sérgio Loreto; Avenida Agamenon Magalhães",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0292,Praça do Pirulito,Local,Praça,São José,,"Praça do Pirulito é uma praça localizada em São José, no Recife/Pernambuco. Relaciona-se a Terminal de Santa Rita, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça do Pirulito funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Terminal de Santa Rita,,,,,,,,,,,,,,,"CH-0292 — Praça do Pirulito
Classificação: Local / Praça / São José
Descrição: Praça do Pirulito é uma praça localizada em São José, no Recife/Pernambuco. Relaciona-se a Terminal de Santa Rita, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça do Pirulito funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Terminal de Santa Rita",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0293,Praça Dom Vidal,Local,Praça,São José,,"Praça Dom Vidal é uma praça localizada em São José, no Recife/Pernambuco. Relaciona-se a Mercado de São José, Dom Vidal e Igreja da Penha, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Dom Vidal funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Mercado de São José,Dom Vidal,Igreja da Penha,,,,,,,,,,,,,"CH-0293 — Praça Dom Vidal
Classificação: Local / Praça / São José
Descrição: Praça Dom Vidal é uma praça localizada em São José, no Recife/Pernambuco. Relaciona-se a Mercado de São José, Dom Vidal e Igreja da Penha, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Dom Vidal funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Mercado de São José; Dom Vidal; Igreja da Penha",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0294,Praça Euclides da Cunha,Local,Praça,Madalena,,"Praça Euclides da Cunha é uma praça localizada em Madalena, no Recife/Pernambuco. Relaciona-se a Clube Intercional do Recife, Euclides da Cunha e Roberto Burle Marx, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Euclides da Cunha funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Clube Internacional do Recife,Euclides da Cunha,Roberto Burle Marx,,,,,,,,,,,,,"CH-0294 — Praça Euclides da Cunha
Classificação: Local / Praça / Madalena
Descrição: Praça Euclides da Cunha é uma praça localizada em Madalena, no Recife/Pernambuco. Relaciona-se a Clube Intercional do Recife, Euclides da Cunha e Roberto Burle Marx, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Euclides da Cunha funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Clube Internacional do Recife; Euclides da Cunha; Roberto Burle Marx",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0295,Praça Joaquim Nabuco,Local,Praça,Santo Antônio,,"Praça Joaquim Nabuco é uma praça localizada em Santo Antônio, no Recife/Pernambuco. Relaciona-se a Joaquim Nabuco e Restaurante Leite, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Joaquim Nabuco funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Joaquim Nabuco,Restaurante Leite,,,,,,,,,,,,,,"CH-0295 — Praça Joaquim Nabuco
Classificação: Local / Praça / Santo Antônio
Descrição: Praça Joaquim Nabuco é uma praça localizada em Santo Antônio, no Recife/Pernambuco. Relaciona-se a Joaquim Nabuco e Restaurante Leite, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Joaquim Nabuco funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Joaquim Nabuco; Restaurante Leite",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0296,Praça Sérgio Loreto,Local,Praça,São José,,"Praça Sergio Loreto é uma praça localizada em São José, no Recife/Pernambuco. Relaciona-se a Sergio Loreto e Galo da Madrugada, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Sergio Loreto funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Sérgio Loreto,Galo da Madrugada,,,,,,,,,,,,,,"CH-0296 — Praça Sérgio Loreto
Classificação: Local / Praça / São José
Descrição: Praça Sergio Loreto é uma praça localizada em São José, no Recife/Pernambuco. Relaciona-se a Sergio Loreto e Galo da Madrugada, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Praça Sergio Loreto funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Sérgio Loreto; Galo da Madrugada",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0297,Prefeitura do Recife,Local,Instituição,Recife Antigo,,"Prefeitura do Recife é uma instituição localizada em Recife Antigo, no Recife/Pernambuco. Sua presença na base indica a importância das instituições públicas, assistenciais, administrativas ou de saúde na organização da vida urbana de Pernambuco. O registro aparece associado a Rio Capibaribe, Igreja do Pilar, Augusto Lucena, Antonio Fárias, Novaes Filho e Jarbas Vasconcelos, permitindo observar como serviços, órgãos e edifícios institucionais estruturam bairros, fluxos e memórias coletivas. funciona como ponto de ligação entre gestão pública, cotidiano urbano e história social.",Rio Capibaribe,Igreja do Pilar,Augusto Lucena,Antônio Farias,Novaes Filho,Jarbas Vasconcelos,Morais Rego,Pelópidas Silveira,João Paulo,Geraldo Julio,,,,,,"CH-0297 — Prefeitura do Recife
Classificação: Local / Instituição / Recife Antigo
Descrição: Prefeitura do Recife é uma instituição localizada em Recife Antigo, no Recife/Pernambuco. Sua presença na base indica a importância das instituições públicas, assistenciais, administrativas ou de saúde na organização da vida urbana de Pernambuco. O registro aparece associado a Rio Capibaribe, Igreja do Pilar, Augusto Lucena, Antonio Fárias, Novaes Filho e Jarbas Vasconcelos, permitindo observar como serviços, órgãos e edifícios institucionais estruturam bairros, fluxos e memórias coletivas. funciona como ponto de ligação entre gestão pública, cotidiano urbano e história social.
Interconexões: Rio Capibaribe; Igreja do Pilar; Augusto Lucena; Antônio Farias; Novaes Filho; Jarbas Vasconcelos; Morais Rego; Pelópidas Silveira; João Paulo; Geraldo Julio",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0298,Princesa Isabel,Personagem,,,,"Princesa Isabel é uma figura associada à memória histórica, política, cultural ou urbana de Pernambuco. Sua trajetória se relaciona a Ponte Princesa Isabel e Teatro Santa Isabel, o que indica sua relevância como elo entre biografia individual e memória pública. Seu registro ajuda a explicar como trajetórias pessoais se transformam em nomes de ruas, pontes, praças, instituições, movimentos ou referências culturais. Princesa Isabel funciona como registro de articulação entre personagens, fatos históricos e espaços da cidade, permitindo visualizar a história de Pernambuco como uma rede de relações.",Ponte Princesa Isabel,Teatro Santa Isabel,,,,,,,,,,,,,,"CH-0298 — Princesa Isabel
Classificação: Personagem
Descrição: Princesa Isabel é uma figura associada à memória histórica, política, cultural ou urbana de Pernambuco. Sua trajetória se relaciona a Ponte Princesa Isabel e Teatro Santa Isabel, o que indica sua relevância como elo entre biografia individual e memória pública. Seu registro ajuda a explicar como trajetórias pessoais se transformam em nomes de ruas, pontes, praças, instituições, movimentos ou referências culturais. Princesa Isabel funciona como registro de articulação entre personagens, fatos históricos e espaços da cidade, permitindo visualizar a história de Pernambuco como uma rede de relações.
Interconexões: Ponte Princesa Isabel; Teatro Santa Isabel",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0299,Proclamação da República,Fato Histórico,Revolução,,,"Proclamação da Republica é uma revolução relacionado à história de Pernambuco. Relaciona-se a João Alfredo e Barbosa Lima Sobrinho, formando uma ponte entre acontecimentos, espaços urbanos e personagens públicos. O registro ajuda a contextualizar disputas políticas, mudanças sociais, conflitos, práticas culturais ou transformações ambientais que marcaram a formação pernambucana. Proclamação da Republica funciona como eixo narrativo para compreender como eventos coletivos deixam marcas na paisagem, na memória pública e nas conexões entre diferentes pontos do território.",João Alfredo,Barbosa Lima Sobrinho,,,,,,,,,,,,,,"CH-0299 — Proclamação da República
Classificação: Fato Histórico / Revolução
Descrição: Proclamação da Republica é uma revolução relacionado à história de Pernambuco. Relaciona-se a João Alfredo e Barbosa Lima Sobrinho, formando uma ponte entre acontecimentos, espaços urbanos e personagens públicos. O registro ajuda a contextualizar disputas políticas, mudanças sociais, conflitos, práticas culturais ou transformações ambientais que marcaram a formação pernambucana. Proclamação da Republica funciona como eixo narrativo para compreender como eventos coletivos deixam marcas na paisagem, na memória pública e nas conexões entre diferentes pontos do território.
Interconexões: João Alfredo; Barbosa Lima Sobrinho",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0300,Quartel do Derby,Local,Instituição,Derby,,"Quartel do Derby é uma instituição localizada em Derby, no Recife/Pernambuco. Sua presença na base indica a importância das instituições públicas, assistenciais, administrativas ou de saúde na organização da vida urbana de Pernambuco. O registro aparece associado a Praça do Derby e Ponte do Derby, permitindo observar como serviços, órgãos e edifícios institucionais estruturam bairros, fluxos e memórias coletivas. funciona como ponto de ligação entre gestão pública, cotidiano urbano e história social.",Praça do Derby,Ponte do Derby,,,,,,,,,,,,,,"CH-0300 — Quartel do Derby
Classificação: Local / Instituição / Derby
Descrição: Quartel do Derby é uma instituição localizada em Derby, no Recife/Pernambuco. Sua presença na base indica a importância das instituições públicas, assistenciais, administrativas ou de saúde na organização da vida urbana de Pernambuco. O registro aparece associado a Praça do Derby e Ponte do Derby, permitindo observar como serviços, órgãos e edifícios institucionais estruturam bairros, fluxos e memórias coletivas. funciona como ponto de ligação entre gestão pública, cotidiano urbano e história social.
Interconexões: Praça do Derby; Ponte do Derby",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0301,Quilombo dos Palmares,Fato Histórico,Sítio Histórico,,,"O Quilombo dos Palmares foi uma das mais importantes experiências de resistência negra à escravidão nas Américas. Localizado na região da Serra da Barriga, em Alagoas, mas profundamente ligado à história do antigo território pernambucano colonial, reuniu comunidades formadas por pessoas escravizadas fugitivas, indígenas e outros grupos marginalizados. Palmares resistiu por décadas às expedições coloniais e tornou-se símbolo de liberdade, autonomia e luta contra a escravidão. conecta-se a Zumbi dos Palmares e aos debates sobre memória negra, território e resistência.",Zumbi dos Palmares,Ponte Princesa Isabel,O Maracatu,,,,,,,,,,,,,"CH-0301 — Quilombo dos Palmares
Classificação: Fato Histórico / Sítio Histórico
Descrição: O Quilombo dos Palmares foi uma das mais importantes experiências de resistência negra à escravidão nas Américas. Localizado na região da Serra da Barriga, em Alagoas, mas profundamente ligado à história do antigo território pernambucano colonial, reuniu comunidades formadas por pessoas escravizadas fugitivas, indígenas e outros grupos marginalizados. Palmares resistiu por décadas às expedições coloniais e tornou-se símbolo de liberdade, autonomia e luta contra a escravidão. conecta-se a Zumbi dos Palmares e aos debates sobre memória negra, território e resistência.
Interconexões: Zumbi dos Palmares; Ponte Princesa Isabel; O Maracatu",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0302,Restaurante Dom Pedro,Local,Bar/Restaurante,Santo Antônio,,"Restaurante Dom Pedro é um bar/restaurante localizado em Santo Antônio, no Recife/Pernambuco. Relaciona-se a Mauro Mota e Rua do Imperador, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Restaurante Dom Pedro funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Mauro Mota,Rua do Imperador,,,,,,,,,,,,,,"CH-0302 — Restaurante Dom Pedro
Classificação: Local / Bar/Restaurante / Santo Antônio
Descrição: Restaurante Dom Pedro é um bar/restaurante localizado em Santo Antônio, no Recife/Pernambuco. Relaciona-se a Mauro Mota e Rua do Imperador, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Restaurante Dom Pedro funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Mauro Mota; Rua do Imperador",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0303,Revolução Pernambucana de 1817,Fato Histórico,Revolução,,,"A Revolução de 1817, também chamada Revolução Pernambucana, foi um movimento republicano e separatista iniciado no Recife contra o domínio português. Mobilizou militares, religiosos, intelectuais, comerciantes e setores populares em defesa de maior autonomia política, liberdade econômica e novas ideias de governo. Apesar de derrotada, tornou-se uma das experiências republicanas mais importantes do Brasil antes da Independência. conecta-se a personagens como Padre Roma, Domingos Teotônio Jorge, Cruz Cabugá e Leão Coroado, além de fortes, ruas e praças ligados à memória revolucionária.",José de Barros Lima (Leão Coroado),Domingos Teotônio Jorge,Padre Roma,Luis Rego,Cruz Cabugá,Caetano Pinto,Pedro da Silva Pedroso,Matriz de Santo Antônio,Manuel de Carvalho,Francisco Paes Barreto,Praça da República,Abreu e Lima,Avenida Dantas Barreto,Gervásio Pires,Vigário Tenório,"CH-0303 — Revolução Pernambucana de 1817
Classificação: Fato Histórico / Revolução
Descrição: A Revolução de 1817, também chamada Revolução Pernambucana, foi um movimento republicano e separatista iniciado no Recife contra o domínio português. Mobilizou militares, religiosos, intelectuais, comerciantes e setores populares em defesa de maior autonomia política, liberdade econômica e novas ideias de governo. Apesar de derrotada, tornou-se uma das experiências republicanas mais importantes do Brasil antes da Independência. conecta-se a personagens como Padre Roma, Domingos Teotônio Jorge, Cruz Cabugá e Leão Coroado, além de fortes, ruas e praças ligados à memória revolucionária.
Interconexões: José de Barros Lima (Leão Coroado); Domingos Teotônio Jorge; Padre Roma; Luis Rego; Cruz Cabugá; Caetano Pinto; Pedro da Silva Pedroso; Matriz de Santo Antônio; Manuel de Carvalho; Francisco Paes Barreto; Praça da República; Abreu e Lima; Avenida Dantas Barreto; Gervásio Pires; Vigário Tenório",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0304,Revolução de 30,Fato Histórico,Revolução,,,"A Revolução de 1930 foi o movimento político-militar que pôs fim à Primeira República e levou Getúlio Vargas ao poder. Em Pernambuco, o episódio repercutiu na reorganização das forças políticas locais, na queda de antigas oligarquias e na ascensão de novos grupos administrativos. O registro ajuda a compreender a passagem entre a política oligárquica e o Estado nacional centralizado do século XX. conecta-se a personagens, praças e instituições que expressam a transformação política do Recife e de Pernambuco nesse período.",João Pessoa,João Dantas,Estácio Coimbra,Carlos de Lima Cavalcanti,Demócrito de Souza Filho,Francisco Pessoa de Queiroz,,,,,,,,,,"CH-0304 — Revolução de 30
Classificação: Fato Histórico / Revolução
Descrição: A Revolução de 1930 foi o movimento político-militar que pôs fim à Primeira República e levou Getúlio Vargas ao poder. Em Pernambuco, o episódio repercutiu na reorganização das forças políticas locais, na queda de antigas oligarquias e na ascensão de novos grupos administrativos. O registro ajuda a compreender a passagem entre a política oligárquica e o Estado nacional centralizado do século XX. conecta-se a personagens, praças e instituições que expressam a transformação política do Recife e de Pernambuco nesse período.
Interconexões: João Pessoa; João Dantas; Estácio Coimbra; Carlos de Lima Cavalcanti; Demócrito de Souza Filho; Francisco Pessoa de Queiroz",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0305,Revolução Praieira,Fato Histórico,Revolução,,,"A Revolução Praieira foi uma revolta de caráter liberal e federalista ocorrida na província de Pernambuco entre 1848 e 1850, sendo a última das rebeliões provinciais do Segundo Reinado. O nome deriva do jornal 'Diário Novo', sediado na Rua da Praia, no Recife. Motivada pela falta de autonomia provincial, pela concentração de terras e pelo domínio português do comércio, teve como estopim a destituição do presidente liberal da província por D. Pedro II; os rebeldes foram derrotados e seus líderes anistiados em 1851.",Rua da Praia,João Roma,Borges da Fonseca,Pedro Ivo,Nunes Machado,Félix de Brito,José Tomás Nabuco de Araújo,Abreu e Lima,,,,,,,,"CH-0305 — Revolução Praieira
Classificação: Fato Histórico / Revolução
Descrição: A Revolução Praieira foi uma revolta de caráter liberal e federalista ocorrida na província de Pernambuco entre 1848 e 1850, sendo a última das rebeliões provinciais do Segundo Reinado. O nome deriva do jornal 'Diário Novo', sediado na Rua da Praia, no Recife. Motivada pela falta de autonomia provincial, pela concentração de terras e pelo domínio português do comércio, teve como estopim a destituição do presidente liberal da província por D. Pedro II; os rebeldes foram derrotados e seus líderes anistiados em 1851.
Interconexões: Rua da Praia; João Roma; Borges da Fonseca; Pedro Ivo; Nunes Machado; Félix de Brito; José Tomás Nabuco de Araújo; Abreu e Lima",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0306,Rio Afogados,Local,Rio,,,"Rio Afogados é um rio situado no Recife/Pernambuco. Relaciona-se a Ponte Motocolombo, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Afogados funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Ponte Motocolombó,,,,,,,,,,,,,,,"CH-0306 — Rio Afogados
Classificação: Local / Rio
Descrição: Rio Afogados é um rio situado no Recife/Pernambuco. Relaciona-se a Ponte Motocolombo, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Afogados funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Ponte Motocolombó",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0307,Rio Beberibe,Local,Rio,,,"Formado pelos rios Pacas e Araçá. Tem extensão de 19 km e bacia hidrográfica de 72 Km quadrados. Passa por três cidades: Camaragibe, onde está a nascente, Recife e Olinda. Deságua, junto com Capibaribe, no oceano atlântico.",Rio Capibaribe,Ponte do Limoeiro,Casa de Banhos,Enchentes do Recife,Bacia do Pina,,,,,,,,,,,"CH-0307 — Rio Beberibe
Classificação: Local / Rio
Descrição: Formado pelos rios Pacas e Araçá. Tem extensão de 19 km e bacia hidrográfica de 72 Km quadrados. Passa por três cidades: Camaragibe, onde está a nascente, Recife e Olinda. Deságua, junto com Capibaribe, no oceano atlântico.
Interconexões: Rio Capibaribe; Ponte do Limoeiro; Casa de Banhos; Enchentes do Recife; Bacia do Pina",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0308,Rio Capibaribe,Local,Rio,,,"Rio Capibaribe é um rio situado no Recife/Pernambuco. Relaciona-se a Rio Beberibe, Prefeitura do Recife, Ponte do Limoeiro, Enchentes do Recife, Casa de Banhos e Bacia do Pina, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Capibaribe funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Rio Beberibe,Prefeitura do Recife,Ponte do Limoeiro,Enchentes do Recife,Casa de Banhos,Bacia do Pina,Sport Club do Recife,Ponte da Torre,Parque da Jaqueira,,,,,,,"CH-0308 — Rio Capibaribe
Classificação: Local / Rio
Descrição: Rio Capibaribe é um rio situado no Recife/Pernambuco. Relaciona-se a Rio Beberibe, Prefeitura do Recife, Ponte do Limoeiro, Enchentes do Recife, Casa de Banhos e Bacia do Pina, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Capibaribe funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Rio Beberibe; Prefeitura do Recife; Ponte do Limoeiro; Enchentes do Recife; Casa de Banhos; Bacia do Pina; Sport Club do Recife; Ponte da Torre; Parque da Jaqueira",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0309,Rio Mar Shopping,Local,Rio,Pina,,"Rio Mar Shopping é um rio situado no Recife/Pernambuco. Relaciona-se a João Carlos Paes Mendoça, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Mar Shopping funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",João Carlos Paes Mendonça,,,,,,,,,,,,,,,"CH-0309 — Rio Mar Shopping
Classificação: Local / Rio / Pina
Descrição: Rio Mar Shopping é um rio situado no Recife/Pernambuco. Relaciona-se a João Carlos Paes Mendoça, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Mar Shopping funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: João Carlos Paes Mendonça",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0310,Rio Tejipió,Local,Rio,,,"Rio Tejipió é um rio situado no Recife/Pernambuco. Relaciona-se a Lagoa do Araça, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Tejipió funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.",Lagoa do Araçá,,,,,,,,,,,,,,,"CH-0310 — Rio Tejipió
Classificação: Local / Rio
Descrição: Rio Tejipió é um rio situado no Recife/Pernambuco. Relaciona-se a Lagoa do Araça, indicando sua função como ponto de articulação entre território, memória e vida urbana. Sua presença ajuda a compreender como espaços públicos, edifícios, instituições e equipamentos acumulam camadas de uso social, homenagens e transformações ao longo do tempo. Rio Tejipió funciona como referência para compreender a experiência cotidiana do Recife com processos históricos, culturais e políticos mais amplos.
Interconexões: Lagoa do Araçá",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0311,Roberto Burle Marx,Personagem,,,,"Roberto Burle Marx foi paisagista, artista plástico e designer brasileiro, reconhecido internacionalmente por sua contribuição ao paisagismo moderno. No Recife, deixou marcas importantes em jardins, praças e projetos que dialogam com a vegetação tropical e com a valorização dos espaços públicos. Sua presença na base se relaciona a lugares como a Praça Euclides da Cunha e a outros elementos da paisagem urbana. conecta arte, botânica, urbanismo e memória visual da cidade.",Praça de Casa Forte,Praça Euclides da Cunha,Praça do Derby,Cícero Dias,Mário Melo,,,,,,,,,,,"CH-0311 — Roberto Burle Marx
Classificação: Personagem
Descrição: Roberto Burle Marx foi paisagista, artista plástico e designer brasileiro, reconhecido internacionalmente por sua contribuição ao paisagismo moderno. No Recife, deixou marcas importantes em jardins, praças e projetos que dialogam com a vegetação tropical e com a valorização dos espaços públicos. Sua presença na base se relaciona a lugares como a Praça Euclides da Cunha e a outros elementos da paisagem urbana. conecta arte, botânica, urbanismo e memória visual da cidade.
Interconexões: Praça de Casa Forte; Praça Euclides da Cunha; Praça do Derby; Cícero Dias; Mário Melo",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
CH-0312,Rosa e Silva,Personagem,,,,"Francisco de Assis Rosa e Silva foi político pernambucano de destaque na Primeira República, tendo ocupado cargos como vice-presidente da República, senador e liderança estadual. Sua trajetória está ligada às disputas oligárquicas e políticas que marcaram Pernambuco no início do século XX. No Recife, sua memória aparece na Avenida Rosa e Silva, importante via dos Aflitos e das Graças. conecta política republicana, nomenclatura urbana e expansão da cidade para a zona norte.",Avenida Rosa e Silva,Estácio Coimbra,,,,,,,,,,,,,,"CH-0312 — Rosa e Silva
Classificação: Personagem
Descrição: Francisco de Assis Rosa e Silva foi político pernambucano de destaque na Primeira República, tendo ocupado cargos como vice-presidente da República, senador e liderança estadual. Sua trajetória está ligada às disputas oligárquicas e políticas que marcaram Pernambuco no início do século XX. No Recife, sua memória aparece na Avenida Rosa e Silva, importante via dos Aflitos e das Graças. conecta política republicana, nomenclatura urbana e expansão da cidade para a zona norte.
Interconexões: Avenida Rosa e Silva; Estácio Coimbra",https://antonioaurel.github.io/data/data-visualization/recife-history-connections/pages/sources.html
